name,province_id
LA TRINIDAD (Capital),74
MANKAYAN,74
SABLAN,74
TUBA,74
TUBLAY,74
BANAUE,75
HUNGDUAN,75
KIANGAN,75
LAGAWE (Capital),75
LAMUT,75
MAYOYAO,75
ALFONSO LISTA (POTIA),75
AGUINALDO,75
HINGYON,75
TINOC,75
ASIPULO,75
BALBALAN,76
LUBUAGAN,76
PASIL,76
PINUKPUK,76
RIZAL (LIWAN),76
CITY OF TABUK (Capital),76
TANUDAN,76
TINGLAYAN,76
BARLIG,77
BAUKO,77
BESAO,77
BONTOC (Capital),77
NATONIN,77
PARACELIS,77
SABANGAN,77
SADANGA,77
SAGADA,77
TADIAN,77
CALANASAN (BAYAG),78
CONNER,78
FLORA,78
KABUGAO (Capital),78
LUNA,78
PUDTOL,78
SANTA MARCELA,78
CITY OF LAMITAN,79
LANTAWAN,79
MALUSO,79
SUMISIP,79
TIPO-TIPO,79
TUBURAN,79
AKBAR,79
AL-BARKA,79
HADJI MOHAMMAD AJUL,79
UNGKAYA PUKAN,79
HADJI MUHTAMAD,79
TABUAN-LASA,79
BACOLOD-KALAWI (BACOLOD GRANDE),80
BALABAGAN,80
BALINDONG (WATU),80
BAYANG,80
BINIDAYAN,80
BUBONG,80
BUTIG,80
GANASSI,80
KAPAI,80
LUMBA-BAYABAO (MAGUING),80
LUMBATAN,80
MADALUM,80
MADAMBA,80
MALABANG,80
MARANTAO,80
MARAWI CITY (Capital),80
MASIU,80
MULONDO,80
PAGAYAWAN (TATARIKAN),80
PIAGAPO,80
POONA BAYABAO (GATA),80
PUALAS,80
DITSAAN-RAMAIN,80
SAGUIARAN,80
TAMPARAN,80
TARAKA,80
TUBARAN,80
TUGAYA,80
WAO,80
MAROGONG,80
CALANOGAS,80
BUADIPOSO-BUNTONG,80
MAGUING,80
PICONG (SULTAN GUMANDER),80
LUMBAYANAGUE,80
BUMBARAN,80
TAGOLOAN II,80
KAPATAGAN,80
SULTAN DUMALONDONG,80
LUMBACA-UNAYAN,80
AMPATUAN,81
BULDON,81
BULUAN,81
DATU PAGLAS,81
DATU PIANG,81
DATU ODIN SINSUAT (DINAIG),81
SHARIFF AGUAK (MAGANOY) (Capital),81
MATANOG,81
PAGALUNGAN,81
PARANG,81
SULTAN KUDARAT (NULING),81
SULTAN SA BARONGIS (LAMBAYONG),81
KABUNTALAN (TUMBAO),81
UPI,81
TALAYAN,81
SOUTH UPI,81
BARIRA,81
GEN. S.K. PENDATUN,81
MAMASAPANO,81
TALITAY,81
PAGAGAWAN,81
PAGLAT,81
SULTAN MASTURA,81
GUINDULUNGAN,81
DATU SAUDI-AMPATUAN,81
DATU UNSAY,81
DATU ABDULLAH SANGKI,81
RAJAH BUAYAN,81
DATU BLAH T. SINSUAT,81
DATU ANGGAL MIDTIMBANG,81
MANGUDADATU,81
PANDAG,81
NORTHERN KABUNTALAN,81
DATU HOFFER AMPATUAN,81
DATU SALIBO,81
SHARIFF SAYDONA MUSTAPHA,81
INDANAN,82
JOLO (Capital),82
KALINGALAN CALUANG,82
LUUK,82
MAIMBUNG,82
HADJI PANGLIMA TAHIL (MARUNGGAS),82
OLD PANAMAO,82
PANGUTARAN,82
PARANG,82
PATA,82
PATIKUL,82
SIASI,82
TALIPAO,82
TAPUL,82
TONGKIL,82
PANGLIMA ESTINO (NEW PANAMAO),82
LUGUS,82
PANDAMI,82
OMAR,82
PANGLIMA SUGALA (BALIMBING),83
BONGAO (Capital),83
MAPUN (CAGAYAN DE TAWI-TAWI),83
SIMUNUL,83
SITANGKAI,83
SOUTH UBIAN,83
TANDUBAS,83
TURTLE ISLANDS,83
LANGUYAN,83
SAPA-SAPA,83
SIBUTU,83
BUENAVISTA,84
BUTUAN CITY (Capital),84
CITY OF CABADBARAN,84
CARMEN,84
JABONGA,84
KITCHARAO,84
LAS NIEVES,84
MAGALLANES,84
NASIPIT,84
SANTIAGO,84
TUBAY,84
REMEDIOS T. ROMUALDEZ,84
CITY OF BAYUGAN,85
BUNAWAN,85
ESPERANZA,85
LA PAZ,85
LORETO,85
PROSPERIDAD (Capital),85
ROSARIO,85
SAN FRANCISCO,85
SAN LUIS,85
SANTA JOSEFA,85
TALACOGON,85
TRENTO,85
VERUELA,85
SIBAGAT,85
ALEGRIA,86
BACUAG,86
BURGOS,86
CLAVER,86
DAPA,86
DEL CARMEN,86
GENERAL LUNA,86
GIGAQUIT,86
MAINIT,86
MALIMONO,86
PILAR,86
PLACER,86
SAN BENITO,86
SAN FRANCISCO (ANAO-AON),86
SAN ISIDRO,86
SANTA MONICA (SAPAO),86
SISON,86
SOCORRO,86
SURIGAO CITY (Capital),86
TAGANA-AN,86
TUBOD,86
BAROBO,87
BAYABAS,87
CITY OF BISLIG,87
CAGWAIT,87
CANTILAN,87
CARMEN,87
CARRASCAL,87
CORTES,87
HINATUAN,87
LANUZA,87
LIANGA,87
LINGIG,87
MADRID,87
MARIHATAG,87
SAN AGUSTIN,87
SAN MIGUEL,87
TAGBINA,87
TAGO,87
CITY OF TANDAG (Capital),87
BASILISA (RIZAL),88
CAGDIANAO,88
DINAGAT,88
LIBJO (ALBOR),88
LORETO,88
SAN JOSE (Capital),88
TUBAJON,88
BACOLOD CITY (Capital),89
BAGO CITY,89
BINALBAGAN,89
CADIZ CITY,89
CALATRAVA,89
CANDONI,89
CAUAYAN,89
ENRIQUE B. MAGALONA (SARAVIA),89
CITY OF ESCALANTE,89
CITY OF HIMAMAYLAN,89
HINIGARAN,89
HINOBA-AN (ASIA),89
ILOG,89
ISABELA,89
CITY OF KABANKALAN,89
LA CARLOTA CITY,89
LA CASTELLANA,89
MANAPLA,89
MOISES PADILLA (MAGALLON),89
MURCIA,89
PONTEVEDRA,89
PULUPANDAN,89
SAGAY CITY,89
SAN CARLOS CITY,89
SAN ENRIQUE,89
SILAY CITY,89
CITY OF SIPALAY,89
CITY OF TALISAY,89
TOBOSO,89
VALLADOLID,89
CITY OF VICTORIAS,89
SALVADOR BENEDICTO,89
AMLAN (AYUQUITAN),90
AYUNGON,90
BACONG,90
BAIS CITY,90
BASAY,90
CITY OF BAYAWAN (TULONG),90
BINDOY (PAYABON),90
CANLAON CITY,90
DAUIN,90
DUMAGUETE CITY (Capital),90
CITY OF GUIHULNGAN,90
JIMALALUD,90
LA LIBERTAD,90
MABINAY,90
MANJUYOD,90
PAMPLONA,90
SAN JOSE,90
SANTA CATALINA,90
SIATON,90
SIBULAN,90
CITY OF TANJAY,90
TAYASAN,90
VALENCIA (LUZURRIAGA),90
VALLEHERMOSO,90
ZAMBOANGUITA,90
